t072;WITHDRAW;1776.54
t073;DEPOSIT;2258.11
t074;WITHDRAW;4940.85
t075;WITHDRAW;4060.42
t076;WITHDRAW;2936.38
t077;WITHDRAW;2259.63
t078;WITHDRAW;256.57
t079;WITHDRAW;3331.32
t080;WITHDRAW;2714.2
t081;DEPOSIT;3714.86
t082;WITHDRAW;2376.52
t083;WITHDRAW;4324.09
t084;DEPOSIT;4473.0
t085;WITHDRAW;2848.66
t086;WITHDRAW;995.79
t087;WITHDRAW;1206.57
t088;DEPOSIT;3322.84
t089;DEPOSIT;3383.6
t090;WITHDRAW;160.33
t091;DEPOSIT;4215.57
t092;WITHDRAW;886.46
t093;DEPOSIT;3937.75
t094;DEPOSIT;1715.56
t095;DEPOSIT;2216.9
t096;WITHDRAW;3674.29
t097;WITHDRAW;1826.24
t098;WITHDRAW;1355.1
t099;WITHDRAW;1447.85
t100;WITHDRAW;1175.65
t101;WITHDRAW;3921.48
t102;WITHDRAW;911.52
t103;DEPOSIT;2401.27
t104;WITHDRAW;4690.69
t105;DEPOSIT;373.02
t106;DEPOSIT;4584.85
t107;WITHDRAW;4767.91
t108;DEPOSIT;4136.57
t109;WITHDRAW;1739.69
t110;DEPOSIT;2691.99
t111;DEPOSIT;764.53
t112;DEPOSIT;3521.96
t113;DEPOSIT;1611.27
t114;WITHDRAW;4255.95
t115;WITHDRAW;254.49
t116;WITHDRAW;339.81
t117;WITHDRAW;4627.56
t118;DEPOSIT;2082.16
t119;WITHDRAW;878.73
t120;WITHDRAW;990.18
t121;DEPOSIT;4938.81
t122;DEPOSIT;4355.7
t123;DEPOSIT;1916.03
t124;DEPOSIT;2363.53
t125;WITHDRAW;3256.64
t126;WITHDRAW;4940.78
t127;DEPOSIT;17.36
t128;DEPOSIT;2757.39
t129;WITHDRAW;2026.01
t130;DEPOSIT;1991.2
t131;DEPOSIT;1837.9
t132;DEPOSIT;2846.52
t133;WITHDRAW;2228.03
t134;DEPOSIT;317.03
t135;WITHDRAW;3120.0
t136;DEPOSIT;1921.33
t137;DEPOSIT;1579.65
t138;DEPOSIT;2652.33
t139;WITHDRAW;621.94
t140;DEPOSIT;1559.5
t141;WITHDRAW;2656.25
t142;DEPOSIT;3244.25
t143;WITHDRAW;1586.55
t144;WITHDRAW;2984.67
t145;DEPOSIT;3752.08
t146;DEPOSIT;2909.81
t147;WITHDRAW;4294.15
t148;DEPOSIT;1308.22
t149;WITHDRAW;2475.24
t150;WITHDRAW;2957.88
t151;WITHDRAW;1645.83
t152;DEPOSIT;1881.22
t153;WITHDRAW;2397.27
t154;DEPOSIT;1289.35
t155;WITHDRAW;673.35
t156;DEPOSIT;2848.9
t157;DEPOSIT;1530.67
t158;WITHDRAW;4832.69
t159;DEPOSIT;4238.72
t160;WITHDRAW;702.13
t161;WITHDRAW;1637.06
t162;DEPOSIT;1980.19
t163;WITHDRAW;3475.48
t164;WITHDRAW;1106.52
t165;WITHDRAW;1302.42
t166;DEPOSIT;2430.06
t167;WITHDRAW;4611.72
t168;DEPOSIT;4878.21
t169;DEPOSIT;4050.8
t170;WITHDRAW;4433.69
t171;DEPOSIT;1390.1
t172;WITHDRAW;3067.16
t173;WITHDRAW;1237.08
t174;WITHDRAW;213.61
t175;WITHDRAW;277.66
t176;DEPOSIT;4819.8
t177;WITHDRAW;2501.7
t178;WITHDRAW;654.52
t179;DEPOSIT;4868.66
t180;WITHDRAW;3679.22
t181;DEPOSIT;753.22
t182;WITHDRAW;4902.33
t183;WITHDRAW;4770.29
t184;WITHDRAW;1262.91
t185;WITHDRAW;4500.99
t186;WITHDRAW;1780.76
t187;WITHDRAW;3667.06
t188;DEPOSIT;4820.69
t189;WITHDRAW;3558.4
t190;WITHDRAW;1150.27
t191;WITHDRAW;3426.58
t192;WITHDRAW;3435.74
t193;WITHDRAW;2110.35
t194;WITHDRAW;3631.62
t195;WITHDRAW;1630.76
t196;WITHDRAW;248.05
t197;DEPOSIT;1559.53
t198;WITHDRAW;3813.14
t199;WITHDRAW;3050.71
t200;DEPOSIT;4410.9
t201;DEPOSIT;432.51
t202;DEPOSIT;3746.11
t203;DEPOSIT;3907.23
t204;WITHDRAW;514.13
t205;DEPOSIT;65.3
t206;WITHDRAW;4095.99
t207;WITHDRAW;1892.76
t208;DEPOSIT;1791.27
t209;WITHDRAW;4002.21
t210;WITHDRAW;3080.05
t211;WITHDRAW;1080.0
t212;DEPOSIT;95.82
t213;DEPOSIT;4376.45
t214;WITHDRAW;3019.44
t215;WITHDRAW;4698.57
t216;DEPOSIT;1403.84
t217;WITHDRAW;2050.72
t218;DEPOSIT;494.74
t219;WITHDRAW;4697.17
t220;DEPOSIT;1189.39
t221;WITHDRAW;1421.07
t222;WITHDRAW;1969.12
t223;DEPOSIT;181.89
t224;WITHDRAW;210.77
t225;DEPOSIT;2061.55
t226;WITHDRAW;2224.18
t227;WITHDRAW;323.81
t228;DEPOSIT;3390.32
t229;WITHDRAW;1078.37
t230;WITHDRAW;2436.21
t231;DEPOSIT;347.91
t232;WITHDRAW;2348.69
t233;DEPOSIT;4070.53
t234;WITHDRAW;4122.85
t235;DEPOSIT;2647.88
t236;DEPOSIT;3233.85
t237;DEPOSIT;2766.23
t238;DEPOSIT;230.0
t239;WITHDRAW;4488.41
t240;DEPOSIT;3619.8
t241;DEPOSIT;2360.86
t242;DEPOSIT;2740.18
t243;DEPOSIT;3632.74
t244;DEPOSIT;1562.08
t245;WITHDRAW;4105.49
t246;DEPOSIT;610.47
t247;WITHDRAW;1085.96
t248;WITHDRAW;3642.01
t249;DEPOSIT;274.37
t250;DEPOSIT;313.1
t251;DEPOSIT;1012.9
t252;DEPOSIT;3438.07
t253;WITHDRAW;4515.56
t254;DEPOSIT;1028.65
t255;DEPOSIT;2462.3
t256;WITHDRAW;2064.38
t257;WITHDRAW;437.55
t258;DEPOSIT;4950.6
t259;DEPOSIT;3929.49
t260;DEPOSIT;3944.89
t261;DEPOSIT;3899.11
t262;DEPOSIT;2070.71
t263;DEPOSIT;4255.65
t264;WITHDRAW;3961.72
t265;WITHDRAW;430.04
t266;WITHDRAW;936.17
t267;DEPOSIT;900.81
t268;DEPOSIT;4346.22
t269;WITHDRAW;3748.82
t270;WITHDRAW;1897.69
t271;DEPOSIT;347.68
t272;WITHDRAW;3546.8
t273;DEPOSIT;3864.41
t274;WITHDRAW;2709.44
t275;WITHDRAW;4961.66
t276;WITHDRAW;1233.58
t277;WITHDRAW;187.81
t278;DEPOSIT;430.47
t279;WITHDRAW;3750.22
t280;WITHDRAW;3825.57
t281;WITHDRAW;1254.58
t282;DEPOSIT;607.97
t283;WITHDRAW;1821.85
t284;DEPOSIT;4318.97
t285;DEPOSIT;4081.12
t286;DEPOSIT;3212.76
t287;DEPOSIT;2902.32
t288;WITHDRAW;1432.33
t289;DEPOSIT;416.84
t290;WITHDRAW;751.65
t291;WITHDRAW;827.49
t292;WITHDRAW;1931.98
t293;WITHDRAW;3342.65
t294;WITHDRAW;810.54
t295;DEPOSIT;452.0
t296;WITHDRAW;2152.21
t297;WITHDRAW;1556.19
t298;WITHDRAW;2411.75
t299;WITHDRAW;2408.87
t300;WITHDRAW;3042.7
t301;DEPOSIT;3655.57
t302;WITHDRAW;692.61
t303;WITHDRAW;3195.02
t304;DEPOSIT;4644.68
t305;WITHDRAW;4762.01
t306;DEPOSIT;2796.94
t307;WITHDRAW;1873.23
t308;WITHDRAW;3604.26
t309;WITHDRAW;4706.36
t310;DEPOSIT;4260.95
t311;DEPOSIT;2078.18
t312;WITHDRAW;387.32
t313;DEPOSIT;2148.92
t314;WITHDRAW;1313.47
t315;WITHDRAW;1724.03
t316;WITHDRAW;831.53
t317;DEPOSIT;808.65
t318;DEPOSIT;2912.15
t319;DEPOSIT;3000.96
t320;DEPOSIT;2214.0
t321;DEPOSIT;3871.64
t322;WITHDRAW;4078.59
t323;WITHDRAW;377.95
t324;WITHDRAW;3076.81
t325;DEPOSIT;2357.69
t326;DEPOSIT;3983.61
t327;DEPOSIT;1786.26
t328;WITHDRAW;54.69
t329;DEPOSIT;2252.93
t330;WITHDRAW;4477.23
t331;WITHDRAW;517.41
t332;WITHDRAW;4192.16
t333;DEPOSIT;2757.09
t334;WITHDRAW;4938.71
t335;WITHDRAW;4368.51
t336;WITHDRAW;1141.12
t337;DEPOSIT;2715.79
t338;WITHDRAW;437.16
t339;DEPOSIT;4954.33
t340;WITHDRAW;898.05
t341;DEPOSIT;827.89
t342;WITHDRAW;1823.71
t343;DEPOSIT;251.15
t344;DEPOSIT;1481.23
t345;WITHDRAW;3086.3
t346;WITHDRAW;431.5
t347;DEPOSIT;4260.72
t348;WITHDRAW;862.19
t349;WITHDRAW;192.09
t350;WITHDRAW;1904.93
t351;DEPOSIT;2026.58
t352;DEPOSIT;1101.79
t353;WITHDRAW;4895.19
t354;DEPOSIT;1170.58
t355;DEPOSIT;315.96
t356;WITHDRAW;4626.77
t357;WITHDRAW;4025.61
t358;WITHDRAW;1545.57
t359;WITHDRAW;1717.64
t360;WITHDRAW;541.15
t361;DEPOSIT;2625.53
t362;DEPOSIT;1742.6
t363;WITHDRAW;4065.95
t364;DEPOSIT;3801.72
t365;WITHDRAW;3539.63
t366;DEPOSIT;1248.23
t367;WITHDRAW;4439.7
t368;WITHDRAW;3777.97
t369;WITHDRAW;4472.3
t370;WITHDRAW;3146.41
t371;WITHDRAW;657.6
t372;WITHDRAW;2645.35
t373;DEPOSIT;2147.37
t374;WITHDRAW;4757.82
t375;DEPOSIT;3559.46
t376;WITHDRAW;617.34
t377;DEPOSIT;1215.76
t378;WITHDRAW;2225.46
t379;DEPOSIT;3388.98
t380;DEPOSIT;891.73
t381;DEPOSIT;2877.28
t382;DEPOSIT;3664.18
t383;WITHDRAW;1569.11
t384;DEPOSIT;1695.77
t385;WITHDRAW;673.11
t386;DEPOSIT;4291.19
t387;DEPOSIT;2026.31
t388;WITHDRAW;1292.38
t389;WITHDRAW;3565.59
t390;WITHDRAW;3520.56
t391;DEPOSIT;755.43
t392;DEPOSIT;3981.05
t393;DEPOSIT;2172.39
t394;WITHDRAW;920.26
t395;WITHDRAW;2003.67
t396;WITHDRAW;4792.21
t397;DEPOSIT;3918.17
t398;WITHDRAW;3365.48
t399;DEPOSIT;4220.45
t400;DEPOSIT;3937.9
t401;DEPOSIT;1219.37
t402;WITHDRAW;386.06
t403;WITHDRAW;3097.89
t404;DEPOSIT;3869.79
t405;WITHDRAW;3383.83
t406;WITHDRAW;4906.63
t407;DEPOSIT;4014.25
t408;DEPOSIT;2293.96
t409;WITHDRAW;4031.07
t410;DEPOSIT;1508.65
t411;DEPOSIT;2459.49
t412;WITHDRAW;2114.32
t413;WITHDRAW;4221.85
t414;DEPOSIT;1682.32
t415;DEPOSIT;1077.32
t416;DEPOSIT;1969.81
t417;DEPOSIT;440.02
t418;WITHDRAW;4261.62
t419;WITHDRAW;16.38
t420;DEPOSIT;3404.14
t421;DEPOSIT;2749.1
t422;DEPOSIT;204.63
t423;DEPOSIT;3921.74
t424;DEPOSIT;1741.27
t425;WITHDRAW;993.55
t426;WITHDRAW;2713.46
t427;DEPOSIT;4767.5
t428;WITHDRAW;4796.02
t429;WITHDRAW;118.62
t430;WITHDRAW;4596.13
t431;WITHDRAW;2548.39
t432;WITHDRAW;4787.98
t433;WITHDRAW;4199.94
t434;WITHDRAW;4645.49
t435;WITHDRAW;233.14
t436;WITHDRAW;2304.21
t437;DEPOSIT;1632.53
t438;WITHDRAW;1922.35
t439;DEPOSIT;1362.15
t440;DEPOSIT;3631.06
t441;WITHDRAW;1316.76
t442;WITHDRAW;4493.44
t443;WITHDRAW;1275.27
t444;WITHDRAW;820.56
t445;WITHDRAW;3019.88
t446;WITHDRAW;4508.18
t447;DEPOSIT;2449.26
t448;DEPOSIT;456.3
t449;DEPOSIT;2751.37
t450;WITHDRAW;4520.88
t451;DEPOSIT;2704.19
t452;DEPOSIT;3702.09
t453;WITHDRAW;3857.88
t454;WITHDRAW;942.31
t455;WITHDRAW;953.31
t456;WITHDRAW;4134.93
t457;WITHDRAW;3914.96
t458;WITHDRAW;4829.98
t459;DEPOSIT;3373.8
t460;WITHDRAW;2535.79
t461;DEPOSIT;569.35
t462;WITHDRAW;2944.97
t463;DEPOSIT;2583.68
t464;WITHDRAW;3820.08
t465;WITHDRAW;3838.73
t466;DEPOSIT;2052.22
t467;WITHDRAW;998.6
t468;WITHDRAW;4392.32
t469;DEPOSIT;1875.73
t470;DEPOSIT;1819.07
t471;DEPOSIT;332.55
t472;DEPOSIT;1584.1
t473;WITHDRAW;644.26
t474;WITHDRAW;4848.73
t475;DEPOSIT;2008.58
t476;WITHDRAW;956.63
t477;WITHDRAW;1206.73
t478;DEPOSIT;1028.71
t479;WITHDRAW;1074.16
t480;WITHDRAW;930.49
t481;DEPOSIT;3422.48
t482;DEPOSIT;1320.92
t483;DEPOSIT;2067.77
t484;WITHDRAW;380.34
t485;WITHDRAW;4783.53
t486;WITHDRAW;1648.8
t487;DEPOSIT;1241.43
t488;DEPOSIT;3909.52
t489;DEPOSIT;1746.63
t490;WITHDRAW;4374.11
t491;DEPOSIT;736.25
t492;DEPOSIT;3576.69
t493;WITHDRAW;2355.77
t494;DEPOSIT;3811.71
t495;WITHDRAW;448.68
t496;WITHDRAW;4377.7
t497;WITHDRAW;3204.66
t498;WITHDRAW;905.28
t499;DEPOSIT;2569.55
t500;DEPOSIT;3949.69
